"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"PYCR1","  1","168","  4","274","0.717302983522395","1"
"PYCR2","  1","168","  4","274","0.717302983522395","1"
"PYDC2","  1","168","  3","275","0.989831728180177","1"
"PYGB","  1","168","  3","275","0.989831728180177","1"
"PYGL","  5","164"," 10","268","0.926144913849816","1"
"PYGM","  4","165"," 12","266","0.415983397805185","1"
"PYGO1","  5","164","  4","274","0.446045613889105","1"
"PYGO2","  1","168","  7","271","0.261990128632664","0.949148852110599"
"PYHIN1","  4","165"," 24","254","0.0142890618565733","0.568788007759108"
"PYROXD2","  1","168","  6","272","0.367718773581616","1"
"PYY3","  1","168","  1","277","1","1"
"PZP"," 12","157"," 35","243","0.0938000507442877","0.757847640476094"
"QARS","  1","168","  8","270","0.186398733431085","0.883477940569606"
"QKI","  2","167","  4","274","0.999999999999998","1"
"QPCTL","  1","168","  5","273","0.514815337354971","1"
"QPRT","  1","168","  5","273","0.514815337354971","1"
"QRFP","  1","168","  2","276","0.999999999999999","1"
"QRICH1","  4","165","  8","270","0.982227814027532","1"
"QRICH2","  8","161"," 18","260","0.57940213414016","1"
"QRSL1","  3","166","  6","272","0.999999999999998","1"
"QSER1","  4","165"," 11","267","0.525863630332","1"
"QSOX1","  2","167"," 14","264","0.0623919137970669","0.721981823782294"
"QSOX2","  1","168","  5","273","0.514815337354971","1"
"QTRT1","  1","168","  4","274","0.717302983522395","1"
"QTRTD1","  2","167","  3","275","1","1"
"R3HCC1L","  3","166","  8","270","0.67829183294966","1"
"R3HDM1","  4","165"," 19","259","0.06395404726124","0.721981823782294"
"R3HDM2","  3","166","  8","270","0.67829183294966","1"
"R3HDM4","  3","166","  2","276","0.571799443202513","1"
"R3HDML","  4","165","  7","271","0.999999999999997","1"
"RAB11A","  2","167","  1","277","0.662131620517469","1"
"RAB11B","  2","167","  2","276","1","1"
"RAB11FIP1","  6","163"," 14","264","0.61648674666399","1"
"RAB11FIP2","  1","168","  2","276","0.999999999999999","1"
"RAB11FIP3","  2","167","  5","273","0.908349341118826","1"
"RAB11FIP4","  1","168","  9","269","0.132504078985264","0.806715694828861"
"RAB11FIP5","  4","165"," 11","267","0.525863630332","1"
"RAB13","  1","168","  0","278","0.801257783137453","1"
"RAB1A","  1","168","  0","278","0.801257783137453","1"
"RAB1B","  1","168","  4","274","0.717302983522395","1"
"RAB25","  1","168","  5","273","0.514815337354971","1"
"RAB27A","  1","168","  3","275","0.989831728180177","1"
"RAB27B","  3","166"," 19","259","0.0298302973950501","0.641621884451483"
"RAB29","  2","167","  5","273","0.908349341118826","1"
"RAB2B","  1","168","  3","275","0.989831728180177","1"
"RAB31","  1","168","  1","277","1","1"
"RAB32","  1","168","  0","278","0.801257783137453","1"
"RAB33B","  1","168","  1","277","1","1"
"RAB34","  1","168","  1","277","1","1"
"RAB35","  2","167","  6","272","0.699518850960407","1"
"RAB37","  1","168","  6","272","0.367718773581616","1"
"RAB39A","  1","168","  2","276","0.999999999999999","1"
"RAB39B","  4","165","  1","277","0.135470605628304","0.806715694828861"
"RAB3A","  1","168","  3","275","0.989831728180177","1"
"RAB3C","  1","168","  3","275","0.989831728180177","1"
"RAB3D","  1","168","  3","275","0.989831728180177","1"
"RAB3GAP1","  5","164"," 12","266","0.636296532737278","1"
"RAB3GAP2","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"RAB3IP","  7","162"," 19","259","0.331547906965243","0.987943793141786"
"RAB40A","  1","168","  2","276","0.999999999999999","1"
"RAB40AL","  2","167","  1","277","0.662131620517469","1"
"RAB40B","  1","168","  1","277","1","1"
"RAB40C","  1","168","  5","273","0.514815337354971","1"
"RAB41","  1","168","  3","275","0.989831728180177","1"
"RAB42","  1","168","  1","277","1","1"
"RAB4A","  1","168","  1","277","1","1"
"RAB5A","  3","166","  0","278","0.10275754527906","0.786606962148151"
"RAB5C","  1","168","  1","277","1","1"
"RAB6A","  1","168","  1","277","1","1"
"RAB6C","  2","167","  5","273","0.908349341118826","1"
"RAB6C-AS1","  1","168","  7","271","0.261990128632664","0.949148852110599"
"RAB9B","  1","168","  1","277","1","1"
"RABEP1","  4","165","  4","274","0.726519091494007","1"
"RABEP2","  2","167","  2","276","1","1"
"RABEPK","  1","168","  3","275","0.989831728180177","1"
"RABGAP1","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"RABGAP1L","  9","160","  8","270","0.290511854940502","0.949148852110599"
"RABGEF1","  2","167","  7","271","0.530748471454201","1"
"RABGGTA","  2","167","  4","274","0.999999999999998","1"
"RABL3","  1","168","  8","270","0.186398733431085","0.883477940569606"
"RAC1","  8","161"," 23","255","0.216295984249927","0.918488975969745"
"RACGAP1","  2","167","  6","272","0.699518850960407","1"
"RAD1","  1","168","  3","275","0.989831728180177","1"
"RAD17","  2","167","  6","272","0.699518850960407","1"
"RAD18","  3","166","  5","273","0.999999999999998","1"
"RAD21","  1","168","  5","273","0.514815337354971","1"
"RAD23A","  1","168","  3","275","0.989831728180177","1"
"RAD23B","  1","168","  4","274","0.717302983522395","1"
"RAD51AP2","  9","160"," 27","251","0.140622610606361","0.826781774844133"
"RAD51B","  1","168","  2","276","0.999999999999999","1"
"RAD51C","  2","167","  4","274","0.999999999999998","1"
"RAD52","  1","168","  0","278","0.801257783137453","1"
"RAD54B","  3","166","  9","269","0.531477381891113","1"
"RAD54L2","  7","162"," 14","264","0.839412432110929","1"
"RAD9A","  3","166","  4","274","1","1"
"RAD9B","  3","166","  8","270","0.67829183294966","1"
"RADIL","  9","160"," 13","265","0.934477438531308","1"
"RAET1E","  1","168","  1","277","1","1"
"RAET1G","  2","167","  4","274","0.999999999999998","1"
"RAET1K","  1","168","  9","269","0.132504078985264","0.806715694828861"
"RAF1","  5","164","  9","269","0.999999999999997","1"
"RAG1"," 14","155"," 22","256","0.999999999999997","1"
"RAG2","  6","163"," 24","254","0.0590755955357929","0.721981823782294"
"RAI1","  7","162"," 23","255","0.134183180884375","0.806715694828861"
"RAI14","  2","167","  5","273","0.908349341118826","1"
"RAI2","  8","161"," 10","268","0.730353672381229","1"
"RALA","  2","167","  1","277","0.662131620517469","1"
"RALB","  2","167","  2","276","1","1"
"RALBP1","  1","168","  4","274","0.717302983522395","1"
"RALGAPA1","  4","165"," 19","259","0.06395404726124","0.721981823782294"
"RALGAPA2","  7","162"," 20","258","0.267524115306388","0.949148852110599"
"RALGAPB","  5","164"," 11","267","0.773068202877066","1"
"RALGDS","  1","168"," 11","267","0.0668464323856905","0.722824428847335"
"RALGPS1","  1","168","  7","271","0.261990128632664","0.949148852110599"
"RALGPS2","  1","168"," 13","265","0.0336606047427446","0.641621884451483"
"RALY","  1","168","  1","277","1","1"
"RALYL","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"RAMP2","  3","166","  1","277","0.306295342264503","0.967317341596016"
"RAMP3","  2","167","  5","273","0.908349341118826","1"
"RAN","  1","168","  1","277","1","1"
"RANBP1","  1","168","  1","277","1","1"
"RANBP10","  2","167","  9","269","0.296308464224681","0.949148852110599"
"RANBP17","  7","162"," 21","257","0.214128845457875","0.918488975969745"
"RANBP2","  8","161"," 33","245","0.0179832221264985","0.589641006721061"
"RANBP3","  2","167","  7","271","0.530748471454201","1"
"RANBP3L","  3","166"," 19","259","0.0298302973950501","0.641621884451483"
"RANBP6","  2","167","  3","275","1","1"
"RANBP9","  2","167","  2","276","1","1"
"RAP1A","  4","165","  2","276","0.296541092912456","0.949148852110599"
"RAP1GAP","  2","167","  9","269","0.296308464224681","0.949148852110599"
"RAP1GAP2","  6","163"," 20","258","0.165215236392495","0.883477940569606"
"RAP2A","  1","168","  1","277","1","1"
"RAP2C","  1","168","  1","277","1","1"
"RAPGEF1","  7","162"," 10","268","0.970423059592454","1"
"RAPGEF2","  6","163"," 13","265","0.74106296473811","1"
"RAPGEF3","  4","165"," 12","266","0.415983397805185","1"
"RAPGEF4","  6","163"," 16","262","0.412440271601465","1"
"RAPGEF5"," 10","159"," 22","256","0.545330934411234","1"
"RAPGEF6","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"RAPGEFL1","  3","166","  6","272","0.999999999999998","1"
"RAPH1","  1","168","  8","270","0.186398733431085","0.883477940569606"
"RAPSN","  2","167","  3","275","1","1"
"RARA","  3","166","  1","277","0.306295342264503","0.967317341596016"
"RARB","  3","166"," 10","268","0.411442908611441","1"
"RARG","  1","168","  3","275","0.989831728180177","1"
"RARRES1","  3","166","  3","275","0.844406085463843","1"
"RARRES2","  5","164","  6","272","0.829929426442624","1"
"RARRES3","  1","168","  4","274","0.717302983522395","1"
"RARS","  2","167","  7","271","0.530748471454201","1"
"RARS2","  1","168","  5","273","0.514815337354971","1"
"RASA1","  2","167","  5","273","0.908349341118826","1"
"RASA2","  4","165"," 19","259","0.06395404726124","0.721981823782294"
"RASA3","  3","166","  8","270","0.67829183294966","1"
"RASA4CP","  2","167","  0","278","0.276975847011195","0.949148852110599"
"RASAL1","  6","163"," 15","263","0.506930961603421","1"
"RASAL2"," 10","159"," 19","259","0.854145962071692","1"
"RASAL3","  2","167"," 15","263","0.0452024372942931","0.685742481328244"
"RASD1","  1","168","  2","276","0.999999999999999","1"
"RASD2","  3","166","  8","270","0.67829183294966","1"
"RASEF","  6","163"," 12","266","0.87956944230756","1"
"RASGEF1A","  2","167","  6","272","0.699518850960407","1"
"RASGEF1C","  3","166"," 11","267","0.315323055617518","0.977353958805452"
"RASGRF1","  9","160"," 22","256","0.393940312453921","1"
"RASGRF2","  4","165"," 23","255","0.0194340518057076","0.601055453683411"
"RASGRP1","  7","162"," 14","264","0.839412432110929","1"
"RASGRP2","  4","165","  9","269","0.809641829012585","1"
"RASGRP3","  5","164"," 18","260","0.158249982654531","0.878892839127951"
"RASGRP4","  3","166"," 13","265","0.180748220410221","0.883477940569606"
"RASIP1","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"RASL10B","  1","168","  6","272","0.367718773581616","1"
"RASL11A","  2","167","  1","277","0.662131620517469","1"
"RASL11B","  1","168","  1","277","1","1"
"RASL12","  3","166","  5","273","0.999999999999998","1"
"RASSF10","  1","168","  7","271","0.261990128632664","0.949148852110599"
"RASSF2","  3","166"," 13","265","0.180748220410221","0.883477940569606"
"RASSF3","  1","168","  1","277","1","1"
"RASSF4","  3","166","  9","269","0.531477381891113","1"
"RASSF5","  3","166","  3","275","0.844406085463843","1"
"RASSF6","  6","163"," 11","267","0.999999999999996","1"
"RASSF7","  1","168","  2","276","0.999999999999999","1"
"RASSF8","  1","168","  4","274","0.717302983522395","1"
"RASSF9","  6","163"," 13","265","0.74106296473811","1"
"RAVER1","  3","166","  9","269","0.531477381891113","1"
"RAVER2","  3","166","  5","273","0.999999999999998","1"
"RAX","  1","168","  2","276","0.999999999999999","1"
"RB1","  8","161"," 11","267","0.878355390352751","1"
"RB1CC1","  5","164"," 14","264","0.415675632008957","1"
"RBAK","  2","167"," 16","262","0.032663469185086","0.641621884451483"
"RBBP4","  2","167","  5","273","0.908349341118826","1"
"RBBP5","  2","167","  6","272","0.699518850960407","1"
"RBBP6","  7","162"," 24","254","0.105150325414251","0.802366303617717"
"RBBP7","  1","168","  0","278","0.801257783137453","1"
"RBBP8","  2","167","  5","273","0.908349341118826","1"
"RBBP8NL","  4","165"," 11","267","0.525863630332","1"
"RBCK1","  3","166","  1","277","0.306295342264503","0.967317341596016"
"RBFA","  1","168","  2","276","0.999999999999999","1"
"RBFOX1"," 10","159"," 26","252","0.264837246119677","0.949148852110599"
"RBFOX2","  1","168","  5","273","0.514815337354971","1"
"RBKS","  2","167","  4","274","0.999999999999998","1"
"RBL1","  9","160"," 10","268","0.524414878754678","1"
"RBL2","  2","167","  4","274","0.999999999999998","1"
"RBM10","  4","165","  5","273","0.946119881195095","1"
"RBM11","  5","164"," 14","264","0.415675632008957","1"
"RBM12","  3","166"," 13","265","0.180748220410221","0.883477940569606"
"RBM12B","  1","168"," 12","266","0.0474462366432178","0.685742481328244"
"RBM14","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"RBM15","  1","168","  5","273","0.514815337354971","1"
"RBM15B","  1","168","  6","272","0.367718773581616","1"
"RBM18","  1","168","  1","277","1","1"
"RBM19","  4","165","  8","270","0.982227814027532","1"
"RBM22","  5","164"," 16","262","0.260757305638382","0.949148852110599"
"RBM24","  3","166","  3","275","0.844406085463843","1"
"RBM25","  5","164"," 10","268","0.926144913849816","1"
"RBM26","  2","167"," 13","265","0.0858684854072248","0.757847640476094"
"RBM27","  6","163","  9","269","0.999999999999999","1"
"RBM33","  3","166"," 10","268","0.411442908611441","1"
"RBM34","  1","168","  9","269","0.132504078985264","0.806715694828861"
"RBM39","  1","168","  2","276","0.999999999999999","1"
"RBM41","  1","168","  1","277","1","1"
"RBM42","  2","167","  3","275","1","1"
"RBM45","  3","166","  4","274","1","1"
"RBM46"," 11","158"," 21","257","0.820875595457212","1"
"RBM47","  9","160"," 22","256","0.393940312453921","1"
"RBM48","  2","167","  5","273","0.908349341118826","1"
"RBM4B","  1","168","  1","277","1","1"
"RBM5","  4","165","  8","270","0.982227814027532","1"
"RBM6","  5","164","  5","273","0.635227473323277","1"
"RBM7","  2","167","  2","276","1","1"
"RBMS1","  1","168","  5","273","0.514815337354971","1"
"RBMS2","  1","168","  8","270","0.186398733431085","0.883477940569606"
"RBMS3","  1","168"," 13","265","0.0336606047427446","0.641621884451483"
"RBMX","  3","166","  9","269","0.531477381891113","1"
"RBMXL1","  1","168","  9","269","0.132504078985264","0.806715694828861"
"RBMXL2","  5","164"," 13","265","0.517188578783122","1"
"RBP1","  3","166","  5","273","0.999999999999998","1"
"RBP2","  1","168","  7","271","0.261990128632664","0.949148852110599"
"RBP3"," 11","158"," 48","230","0.00184481500101179","0.418347751887273"
"RBP4","  1","168","  4","274","0.717302983522395","1"
"RBP5","  2","167","  5","273","0.908349341118826","1"
"RBPJ","  2","167","  6","272","0.699518850960407","1"
"RBPJL","  2","167","  6","272","0.699518850960407","1"
"RBPMS","  1","168","  1","277","1","1"
"RBPMS2","  1","168","  5","273","0.514815337354971","1"
"RBSN","  3","166","  9","269","0.531477381891113","1"
"RC3H1","  5","164","  9","269","0.999999999999997","1"
"RC3H2","  2","167","  8","270","0.398256320216477","1"
"RCAN1","  2","167","  4","274","0.999999999999998","1"
"RCAN2","  5","164"," 15","263","0.330729705849002","0.987943793141786"
"RCAN3","  2","167","  5","273","0.908349341118826","1"
"RCBTB1","  2","167","  1","277","0.662131620517469","1"
"RCBTB2","  2","167","  4","274","0.999999999999998","1"
"RCC1","  1","168","  5","273","0.514815337354971","1"
"RCC2","  1","168","  8","270","0.186398733431085","0.883477940569606"
"RCE1","  2","167","  0","278","0.276975847011195","0.949148852110599"
"RCHY1","  2","167","  2","276","1","1"
"RCL1","  4","165","  4","274","0.726519091494007","1"
"RCN2","  1","168","  2","276","0.999999999999999","1"
"RCN3","  1","168","  4","274","0.717302983522395","1"
"RCOR1","  2","167","  2","276","1","1"
"RCOR2","  2","167","  5","273","0.908349341118826","1"
"RCOR3","  1","168","  6","272","0.367718773581616","1"
"RCSD1","  6","163"," 14","264","0.61648674666399","1"
"RCVRN","  2","167","  4","274","0.999999999999998","1"
"RD3","  3","166","  6","272","0.999999999999998","1"
"RDH11","  1","168","  1","277","1","1"
"RDH12","  1","168","  5","273","0.514815337354971","1"
"RDH13","  1","168","  2","276","0.999999999999999","1"
"RDH16","  5","164"," 13","265","0.517188578783122","1"
"RDH5","  1","168","  2","276","0.999999999999999","1"
"RDH8","  5","164"," 12","266","0.636296532737278","1"
"RDM1","  5","164","  4","274","0.446045613889105","1"
"REC114","  3","166","  4","274","1","1"
"RECK","  7","162","  8","270","0.653474627861406","1"
"RECQL","  2","167","  3","275","1","1"
"RECQL4","  1","168","  9","269","0.132504078985264","0.806715694828861"
"RECQL5","  4","165"," 12","266","0.415983397805185","1"
"REEP1","  4","165","  6","272","1","1"
"REEP2","  1","168","  6","272","0.367718773581616","1"
"REEP5","  1","168","  2","276","0.999999999999999","1"
"REG1A","  3","166"," 10","268","0.411442908611441","1"
"REG1B","  7","162"," 15","263","0.712353595688906","1"
"REG1P","  1","168"," 19","259","0.00423797637250093","0.442538865253045"
"REG3A","  8","161"," 12","266","0.999999999999999","1"
"REG3G","  5","164"," 14","264","0.415675632008957","1"
"REG4","  5","164"," 16","262","0.260757305638382","0.949148852110599"
"REL","  3","166","  1","277","0.306295342264503","0.967317341596016"
"RELA","  6","163","  2","276","0.0685735711938133","0.736897425569311"
"RELB","  4","165"," 11","267","0.525863630332","1"
"RELL2","  1","168","  4","274","0.717302983522395","1"
"RELN"," 24","145"," 65","213","0.0254362129060919","0.630935582871782"
"RELT","  2","167","  4","274","0.999999999999998","1"
"REM1","  1","168","  5","273","0.514815337354971","1"
"REM2","  1","168","  4","274","0.717302983522395","1"
"REN","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"RENBP","  5","164","  2","276","0.145352037230648","0.842726023943773"
"REP15","  1","168","  2","276","0.999999999999999","1"
"REPIN1","  1","168","  7","271","0.261990128632664","0.949148852110599"
"REPS1","  1","168","  8","270","0.186398733431085","0.883477940569606"
"REPS2","  6","163"," 11","267","0.999999999999996","1"
"RER1","  1","168","  2","276","0.999999999999999","1"
"RERE","  8","161"," 24","254","0.173363264464416","0.883477940569606"
"RERG","  5","164"," 19","259","0.121981153836624","0.806715694828861"
"RERGL","  6","163"," 19","259","0.210184596950074","0.918488975969745"
"REST","  3","166"," 12","266","0.239607074950008","0.949148852110599"
"RET","  6","163"," 22","256","0.100004371916965","0.781244518858929"
"RETN","  1","168","  1","277","1","1"
"RETNLB","  5","164"," 17","261","0.203900638239154","0.903956359743216"
"RETSAT","  4","165","  8","270","0.982227814027532","1"
"REV1","  4","165","  3","275","0.502530829071555","1"
"REV3L","  6","163"," 23","255","0.0770810889064555","0.757847640476094"
"REXO1","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"REXO1L1P","  7","162"," 11","267","0.999999999999999","1"
"REXO2","  1","168","  0","278","0.801257783137453","1"
"REXO4","  2","167","  2","276","1","1"
"RFC1","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"RFC2","  3","166","  4","274","1","1"
"RFC3","  2","167","  3","275","1","1"
"RFESD","  1","168","  3","275","0.989831728180177","1"
"RFFL","  1","168","  2","276","0.999999999999999","1"
"RFK","  1","168","  2","276","0.999999999999999","1"
"RFPL1","  2","167"," 13","265","0.0858684854072248","0.757847640476094"
"RFPL2","  3","166"," 11","267","0.315323055617518","0.977353958805452"
"RFPL3","  4","165"," 24","254","0.0142890618565733","0.568788007759108"
"RFPL4B","  3","166","  9","269","0.531477381891113","1"
"RFT1","  3","166","  3","275","0.844406085463843","1"
"RFTN1","  5","164","  8","270","0.999999999999999","1"
"RFWD2","  2","167","  9","269","0.296308464224681","0.949148852110599"
"RFWD3","  3","166","  5","273","0.999999999999998","1"
"RFX1","  3","166","  7","271","0.853088879204452","1"
"RFX2","  1","168","  7","271","0.261990128632664","0.949148852110599"
"RFX3","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"RFX4","  7","162","  8","270","0.653474627861406","1"
"RFX6"," 15","154"," 45","233","0.0398091163654222","0.685742481328244"
"RFX7","  4","165"," 11","267","0.525863630332","1"
"RFXANK","  1","168","  2","276","0.999999999999999","1"
"RGAG1"," 10","159"," 13","265","0.722521177072762","1"
"RGAG4","  4","165","  5","273","0.946119881195095","1"
"RGCC","  2","167","  2","276","1","1"
"RGL1","  6","163"," 18","260","0.26537422317328","0.949148852110599"
"RGL2","  2","167","  4","274","0.999999999999998","1"
"RGMA","  1","168","  5","273","0.514815337354971","1"
"RGN","  1","168","  2","276","0.999999999999999","1"
"RGP1","  3","166","  6","272","0.999999999999998","1"
"RGPD1","  2","167","  7","271","0.530748471454201","1"
"RGPD2","  1","168","  7","271","0.261990128632664","0.949148852110599"
"RGPD3"," 17","152"," 61","217","0.00206011384588553","0.418347751887273"
"RGPD4"," 27","142"," 80","198","0.00306409024502339","0.442538865253045"
"RGPD8","  2","167"," 13","265","0.0858684854072248","0.757847640476094"
"RGR","  4","165","  6","272","1","1"
"RGS11","  1","168","  6","272","0.367718773581616","1"
"RGS12","  5","164"," 17","261","0.203900638239154","0.903956359743216"
"RGS13","  1","168","  0","278","0.801257783137453","1"
"RGS16","  3","166","  3","275","0.844406085463843","1"
"RGS18","  3","166"," 15","263","0.100999863893285","0.781244518858929"
"RGS2","  1","168","  2","276","0.999999999999999","1"
"RGS21","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"RGS22","  6","163"," 39","239","0.000654017682918914","0.323771252304065"
"RGS3","  4","165"," 13","265","0.325684207270223","0.987943793141786"
"RGS4","  1","168"," 12","266","0.0474462366432178","0.685742481328244"
"RGS5","  4","165","  9","269","0.809641829012585","1"
"RGS6"," 10","159"," 25","253","0.321100385101266","0.987943793141786"
"RGS7"," 19","150"," 38","240","0.548782855724027","1"
"RGS7BP","  4","165"," 21","257","0.0355496313600827","0.658044910358988"
"RGS8","  8","161"," 19","259","0.484337405457785","1"
"RGS9"," 10","159"," 18","260","0.972342318297708","1"
"RHAG"," 10","159"," 19","259","0.854145962071692","1"
"RHBDD1","  3","166","  6","272","0.999999999999998","1"
"RHBDD2","  2","167","  7","271","0.530748471454201","1"
"RHBDD3","  2","167","  3","275","1","1"
"RHBDF1","  5","164","  8","270","0.999999999999999","1"
"RHBDF2","  3","166","  6","272","0.999999999999998","1"
"RHBDL1","  1","168","  2","276","0.999999999999999","1"
"RHBDL2","  3","166","  7","271","0.853088879204452","1"
"RHBDL3","  1","168","  3","275","0.989831728180177","1"
"RHBG","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"RHCE","  4","165","  3","275","0.502530829071555","1"
"RHCG","  2","167","  3","275","1","1"
"RHEB","  1","168","  1","277","1","1"
"RHEBL1","  1","168","  1","277","1","1"
"RHO","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"RHOA","  1","168","  6","272","0.367718773581616","1"
"RHOB","  1","168","  4","274","0.717302983522395","1"
"RHOBTB1","  4","165","  7","271","0.999999999999997","1"
"RHOBTB2","  2","167","  4","274","0.999999999999998","1"
"RHOF","  2","167","  5","273","0.908349341118826","1"
"RHOH","  3","166"," 10","268","0.411442908611441","1"
"RHOT1P3","  2","167","  3","275","1","1"
"RHOT2","  3","166","  4","274","1","1"
"RHOU","  2","167","  4","274","0.999999999999998","1"
"RHOXF1","  3","166","  3","275","0.844406085463843","1"
"RHOXF2","  1","168","  3","275","0.989831728180177","1"
"RHOXF2B","  3","166","  1","277","0.306295342264503","0.967317341596016"
"RHPN1","  1","168","  8","270","0.186398733431085","0.883477940569606"
"RHPN2","  3","166","  7","271","0.853088879204452","1"
"RIBC1","  1","168","  2","276","0.999999999999999","1"
"RIC1","  2","167","  4","274","0.999999999999998","1"
"RIC3","  2","167"," 15","263","0.0452024372942931","0.685742481328244"
"RIC8B","  1","168","  4","274","0.717302983522395","1"
"RICTOR","  6","163"," 14","264","0.61648674666399","1"
"RIF1","  7","162"," 22","256","0.170104774486225","0.883477940569606"
"RILPL1","  1","168","  1","277","1","1"
"RILPL2","  3","166","  4","274","1","1"
"RIMBP2"," 12","157"," 42","236","0.017823368054407","0.589641006721061"
"RIMBP3","  4","165","  7","271","0.999999999999997","1"
"RIMKLA","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"RIMS1"," 15","154"," 41","237","0.0946511768364866","0.75870993397424"
"RIMS2"," 18","151"," 48","230","0.0760155354830053","0.757847640476094"
"RIMS3","  4","165","  7","271","0.999999999999997","1"
"RIMS4","  3","166"," 10","268","0.411442908611441","1"
"RIN1","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"RIN3","  4","165"," 13","265","0.325684207270223","0.987943793141786"
"RING1","  1","168","  4","274","0.717302983522395","1"
"RINL","  2","167","  1","277","0.662131620517469","1"
"RINT1","  1","168","  6","272","0.367718773581616","1"
"RIOK1","  2","167","  6","272","0.699518850960407","1"
"RIOK2","  2","167","  9","269","0.296308464224681","0.949148852110599"
"RIOK3","  2","167","  6","272","0.699518850960407","1"
"RIPK1","  1","168","  4","274","0.717302983522395","1"
"RIPK2","  1","168","  4","274","0.717302983522395","1"
"RIPK3","  1","168"," 13","265","0.0336606047427446","0.641621884451483"
"RIPK4","  4","165"," 12","266","0.415983397805185","1"
"RIPPLY3","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"RIT1","  3","166","  1","277","0.306295342264503","0.967317341596016"
"RIT2","  5","164"," 22","256","0.0538974424112221","0.721981823782294"
"RLBP1","  2","167","  8","270","0.398256320216477","1"
"RLF","  5","164"," 11","267","0.773068202877066","1"
"RLIM","  4","165","  4","274","0.726519091494007","1"
"RLN1","  1","168","  3","275","0.989831728180177","1"
"RLTPR","  6","163"," 16","262","0.412440271601465","1"
"RMDN2","  1","168","  6","272","0.367718773581616","1"
"RMI1","  1","168","  6","272","0.367718773581616","1"
"RMI2","  1","168","  1","277","1","1"
"RMND1","  2","167","  2","276","1","1"
"RN7SL248P","  1","168"," 11","267","0.0668464323856905","0.722824428847335"
"RN7SL319P","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"RN7SL453P","  2","167"," 11","267","0.160967206250196","0.878892839127951"
"RN7SL495P","  1","168","  2","276","0.999999999999999","1"
"RN7SL759P","  1","168","  4","274","0.717302983522395","1"
"RN7SL860P","  3","166","  4","274","1","1"
"RNA5SP206","  6","163"," 20","258","0.165215236392495","0.883477940569606"
"RNASE1","  1","168","  2","276","0.999999999999999","1"
"RNASE10","  1","168","  7","271","0.261990128632664","0.949148852110599"
"RNASE11","  3","166","  8","270","0.67829183294966","1"
"RNASE13","  1","168","  4","274","0.717302983522395","1"
"RNASE2","  2","167","  2","276","1","1"
"RNASE3","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"RNASE4","  1","168","  3","275","0.989831728180177","1"
"RNASE6","  2","167","  3","275","1","1"
"RNASE8","  1","168","  1","277","1","1"
"RNASE9","  3","166","  8","270","0.67829183294966","1"
"RNASEH2A","  4","165","  5","273","0.946119881195095","1"
"RNASEH2B","  1","168","  2","276","0.999999999999999","1"
"RNASEL","  3","166"," 11","267","0.315323055617518","0.977353958805452"
"RNASET2","  1","168","  2","276","0.999999999999999","1"
"RND1","  3","166"," 11","267","0.315323055617518","0.977353958805452"
"RNF10","  2","167","  7","271","0.530748471454201","1"
"RNF103","  3","166","  8","270","0.67829183294966","1"
"RNF111","  3","166","  8","270","0.67829183294966","1"
"RNF112","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"RNF113A","  4","165","  3","275","0.502530829071555","1"
"RNF114","  1","168","  2","276","0.999999999999999","1"
"RNF121","  1","168","  0","278","0.801257783137453","1"
"RNF123","  6","163"," 16","262","0.412440271601465","1"
"RNF126","  1","168","  4","274","0.717302983522395","1"
"RNF128","  5","164","  8","270","0.999999999999999","1"
"RNF133","  5","164"," 13","265","0.517188578783122","1"
"RNF135","  1","168","  2","276","0.999999999999999","1"
"RNF139","  1","168","  3","275","0.989831728180177","1"
"RNF14","  2","167","  2","276","1","1"
"RNF144A","  1","168","  2","276","0.999999999999999","1"
"RNF145","  3","166","  5","273","0.999999999999998","1"
"RNF146","  1","168","  3","275","0.989831728180177","1"
"RNF148","  7","162","  9","269","0.812903836356705","1"
"RNF150","  2","167","  8","270","0.398256320216477","1"
"RNF152","  8","161"," 20","258","0.401047692512137","1"
"RNF157","  2","167","  9","269","0.296308464224681","0.949148852110599"
"RNF165","  4","165"," 14","264","0.252683629677218","0.949148852110599"
"RNF168","  1","168","  5","273","0.514815337354971","1"
"RNF169","  1","168","  2","276","0.999999999999999","1"
"RNF17"," 17","152"," 42","236","0.16602152975044","0.883477940569606"
