"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"AJAP1"," 3","104"," 4","167","0.999999999999997","1"
"AJUBA"," 2","105"," 0","171","0.286865559264561","1"
"AK1"," 1","106"," 0","171","0.812659244996201","1"
"AK3"," 3","104"," 1","170","0.320164865085647","1"
"AK5"," 1","106"," 2","169","0.999999999999989","1"
"AK8"," 3","104"," 1","170","0.320164865085647","1"
"AK9"," 7","100"," 4","167","0.151881563145337","1"
"AKAP1"," 2","105"," 1","170","0.680353679627556","1"
"AKAP10"," 1","106"," 1","170","0.999999999999998","1"
"AKAP11"," 3","104"," 5","166","0.999999999999999","1"
"AKAP12"," 5","102"," 4","167","0.470610920420767","1"
"AKAP13"," 7","100"," 8","163","0.691792007826165","1"
"AKAP14"," 2","105"," 2","169","0.999999999999998","1"
"AKAP17A"," 7","100"," 1","170","0.0116610722015692","1"
"AKAP3"," 4","103"," 4","167","0.756327580501328","1"
"AKAP4"," 6","101"," 3","168","0.156214349402009","1"
"AKAP5"," 1","106"," 1","170","0.999999999999998","1"
"AKAP6","10"," 97"," 8","163","0.197643037055168","1"
"AKAP7"," 2","105"," 1","170","0.680353679627556","1"
"AKAP8L"," 4","103"," 2","169","0.312518692037205","1"
"AKAP9","21"," 86","12","159","0.00295847464035568","1"
"AKIP1"," 1","106"," 0","171","0.812659244996201","1"
"AKIRIN2"," 1","106"," 0","171","0.812659244996201","1"
"AKNA"," 3","104"," 2","169","0.593473499958091","1"
"AKNAD1"," 3","104"," 3","168","0.871530895456888","1"
"AKR1A1"," 1","106"," 2","169","0.999999999999989","1"
"AKR1B1"," 4","103"," 0","171","0.0424384823215139","1"
"AKR1B10"," 4","103"," 3","168","0.52612126455169","1"
"AKR1B15"," 1","106"," 4","167","0.693814107308467","1"
"AKR1C1"," 1","106"," 0","171","0.812659244996201","1"
"AKR1C3"," 2","105"," 0","171","0.286865559264561","1"
"AKR1C4"," 1","106"," 1","170","0.999999999999998","1"
"AKR1D1"," 2","105"," 1","170","0.680353679627556","1"
"AKR1E2"," 2","105"," 2","169","0.999999999999998","1"
"AKR7A2"," 3","104"," 2","169","0.593473499958091","1"
"AKR7A3"," 2","105"," 2","169","0.999999999999998","1"
"AKR7L"," 2","105"," 2","169","0.999999999999998","1"
"AKT1"," 3","104"," 0","171","0.108492141381498","1"
"AKT1S1"," 1","106"," 2","169","0.999999999999989","1"
"AKT2"," 2","105"," 4","167","1","1"
"AKT3"," 3","104"," 3","168","0.871530895456888","1"
"AKTIP"," 1","106"," 3","168","0.967330798322832","1"
"AL008723.1"," 1","106"," 0","171","0.812659244996201","1"
"AL022328.1"," 1","106"," 0","171","0.812659244996201","1"
"AL078471.5"," 3","104"," 1","170","0.320164865085647","1"
"AL078621.1"," 1","106"," 3","168","0.967330798322832","1"
"AL137792.1"," 1","106"," 0","171","0.812659244996201","1"
"AL139396.1"," 1","106"," 0","171","0.812659244996201","1"
"AL391261.1"," 1","106"," 1","170","0.999999999999998","1"
"AL513523.2"," 1","106"," 0","171","0.812659244996201","1"
"AL589843.1"," 2","105"," 0","171","0.286865559264561","1"
"AL589931.1"," 1","106"," 0","171","0.812659244996201","1"
"AL591893.1"," 3","104"," 1","170","0.320164865085647","1"
"AL645922.1"," 1","106"," 2","169","0.999999999999989","1"
"ALAD"," 2","105"," 2","169","0.999999999999998","1"
"ALAS1"," 2","105"," 2","169","0.999999999999998","1"
"ALAS2"," 8"," 99"," 2","169","0.0156599187921583","1"
"ALCAM"," 5","102"," 4","167","0.470610920420767","1"
"ALDH16A1"," 3","104"," 3","168","0.871530895456888","1"
"ALDH18A1"," 6","101"," 4","167","0.274440673629528","1"
"ALDH1A1"," 5","102"," 1","170","0.0631423104346593","1"
"ALDH1A2"," 3","104"," 0","171","0.108492141381498","1"
"ALDH1A3"," 3","104"," 2","169","0.593473499958091","1"
"ALDH1B1"," 1","106"," 3","168","0.967330798322832","1"
"ALDH1L1"," 2","105"," 6","165","0.669376764406716","1"
"ALDH1L2"," 2","105"," 3","168","0.999999999999997","1"
"ALDH2"," 2","105"," 4","167","1","1"
"ALDH3A1"," 5","102"," 3","168","0.294814949816856","1"
"ALDH3A2"," 4","103"," 1","170","0.143932341229931","1"
"ALDH3B1"," 1","106"," 1","170","0.999999999999998","1"
"ALDH3B2"," 2","105"," 2","169","0.999999999999998","1"
"ALDH5A1"," 3","104"," 2","169","0.593473499958091","1"
"ALDH6A1"," 2","105"," 1","170","0.680353679627556","1"
"ALDH8A1"," 3","104"," 2","169","0.593473499958091","1"
"ALDH9A1"," 3","104"," 2","169","0.593473499958091","1"
"ALDOC"," 3","104"," 2","169","0.593473499958091","1"
"ALG1"," 2","105"," 3","168","0.999999999999997","1"
"ALG10"," 3","104"," 7","164","0.817345868909524","1"
"ALG10B"," 5","102"," 1","170","0.0631423104346593","1"
"ALG11"," 2","105"," 2","169","0.999999999999998","1"
"ALG13"," 3","104"," 1","170","0.320164865085647","1"
"ALG1L"," 3","104"," 1","170","0.320164865085647","1"
"ALG1L2"," 3","104"," 3","168","0.871530895456888","1"
"ALG2"," 3","104"," 0","171","0.108492141381498","1"
"ALG3"," 2","105"," 0","171","0.286865559264561","1"
"ALG5"," 1","106"," 1","170","0.999999999999998","1"
"ALG6"," 3","104"," 1","170","0.320164865085647","1"
"ALG8"," 4","103"," 0","171","0.0424384823215139","1"
"ALG9"," 2","105"," 1","170","0.680353679627556","1"
"ALK"," 1","106"," 7","164","0.244296807802006","1"
"ALKBH1"," 1","106"," 3","168","0.967330798322832","1"
"ALKBH2"," 2","105"," 0","171","0.286865559264561","1"
"ALKBH3"," 1","106"," 3","168","0.967330798322832","1"
"ALKBH4"," 1","106"," 1","170","0.999999999999998","1"
"ALKBH5"," 2","105"," 1","170","0.680353679627556","1"
"ALKBH6"," 2","105"," 0","171","0.286865559264561","1"
"ALKBH7"," 1","106"," 0","171","0.812659244996201","1"
"ALKBH8"," 2","105"," 0","171","0.286865559264561","1"
"ALLC"," 4","103"," 1","170","0.143932341229931","1"
"ALMS1","11"," 96"," 9","162","0.181309412935775","1"
"ALOX12"," 4","103"," 1","170","0.143932341229931","1"
"ALOX12B"," 6","101"," 4","167","0.274440673629528","1"
"ALOX15"," 2","105"," 2","169","0.999999999999998","1"
"ALOX15B"," 2","105"," 4","167","1","1"
"ALOX5"," 4","103"," 2","169","0.312518692037205","1"
"ALOX5AP"," 1","106"," 1","170","0.999999999999998","1"
"ALOXE3"," 5","102"," 1","170","0.0631423104346593","1"
"ALPI"," 2","105"," 5","166","0.878536797268131","1"
"ALPK1","10"," 97"," 1","170","0.000869002290090508","1"
"ALPK2"," 9"," 98"," 5","166","0.0794630426429035","1"
"ALPK3"," 8"," 99"," 3","168","0.038902185841299","1"
"ALPL"," 3","104"," 4","167","0.999999999999997","1"
"ALPP"," 1","106"," 3","168","0.967330798322832","1"
"ALPPL2"," 2","105"," 1","170","0.680353679627556","1"
"ALS2"," 4","103"," 2","169","0.312518692037205","1"
"ALS2CL"," 5","102"," 1","170","0.0631423104346593","1"
"ALS2CR11"," 4","103"," 5","166","0.980013824497191","1"
"ALS2CR12"," 1","106"," 2","169","0.999999999999989","1"
"ALX1"," 1","106"," 2","169","0.999999999999989","1"
"ALX3"," 1","106"," 3","168","0.967330798322832","1"
"ALX4"," 4","103"," 2","169","0.312518692037205","1"
"AMACR"," 3","104"," 0","171","0.108492141381498","1"
"AMBN"," 1","106"," 3","168","0.967330798322832","1"
"AMBP"," 1","106"," 0","171","0.812659244996201","1"
"AMBRA1"," 7","100"," 4","167","0.151881563145337","1"
"AMD1"," 3","104"," 1","170","0.320164865085647","1"
"AMDHD1"," 1","106"," 0","171","0.812659244996201","1"
"AMDHD2"," 2","105"," 2","169","0.999999999999998","1"
"AMELX"," 1","106"," 1","170","0.999999999999998","1"
"AMER1"," 8"," 99"," 7","164","0.346193434216405","1"
"AMER2"," 2","105"," 7","164","0.5019770514753","1"
"AMER3"," 3","104"," 5","166","0.999999999999999","1"
"AMFR"," 2","105"," 5","166","0.878536797268131","1"
"AMHR2"," 2","105"," 2","169","0.999999999999998","1"
"AMICA1"," 4","103"," 3","168","0.52612126455169","1"
"AMIGO1"," 1","106"," 1","170","0.999999999999998","1"
"AMIGO2"," 2","105"," 0","171","0.286865559264561","1"
"AMIGO3"," 4","103"," 3","168","0.52612126455169","1"
"AMMECR1"," 2","105"," 0","171","0.286865559264561","1"
"AMN"," 1","106"," 0","171","0.812659244996201","1"
"AMOT"," 8"," 99"," 4","167","0.0805392474924275","1"
"AMOTL1"," 2","105"," 3","168","0.999999999999997","1"
"AMOTL2"," 6","101"," 8","163","0.949883313021567","1"
"AMPD1"," 7","100"," 6","165","0.382315802619587","1"
"AMPD2"," 3","104"," 4","167","0.999999999999997","1"
"AMPD3"," 3","104"," 7","164","0.817345868909524","1"
"AMPH"," 6","101"," 9","162","1","1"
"AMT"," 2","105"," 2","169","0.999999999999998","1"
"AMTN"," 1","106"," 0","171","0.812659244996201","1"
"AMY1C"," 1","106"," 0","171","0.812659244996201","1"
"AMY2A"," 3","104"," 2","169","0.593473499958091","1"
"AMY2B"," 7","100"," 6","165","0.382315802619587","1"
"AMZ1"," 3","104"," 1","170","0.320164865085647","1"
"AMZ2"," 1","106"," 2","169","0.999999999999989","1"
"ANAPC1"," 5","102"," 2","169","0.155403873458458","1"
"ANAPC10"," 2","105"," 1","170","0.680353679627556","1"
"ANAPC15"," 1","106"," 0","171","0.812659244996201","1"
"ANAPC1P1"," 4","103"," 2","169","0.312518692037205","1"
"ANAPC2"," 2","105"," 2","169","0.999999999999998","1"
"ANAPC5"," 2","105"," 1","170","0.680353679627556","1"
"ANAPC7"," 1","106"," 3","168","0.967330798322832","1"
"ANGEL1"," 3","104"," 2","169","0.593473499958091","1"
"ANGPT1"," 4","103"," 5","166","0.980013824497191","1"
"ANGPT2"," 2","105"," 2","169","0.999999999999998","1"
"ANGPT4"," 2","105"," 2","169","0.999999999999998","1"
"ANGPTL1"," 1","106"," 2","169","0.999999999999989","1"
"ANGPTL2"," 2","105"," 1","170","0.680353679627556","1"
"ANGPTL3"," 1","106"," 0","171","0.812659244996201","1"
"ANGPTL4"," 2","105"," 1","170","0.680353679627556","1"
"ANGPTL5"," 1","106"," 0","171","0.812659244996201","1"
"ANGPTL7"," 1","106"," 2","169","0.999999999999989","1"
"ANK1","11"," 96"," 9","162","0.181309412935775","1"
"ANK2"," 9"," 98","17","154","0.829988664738534","1"
"ANK3","19"," 88","17","154","0.0882124524527559","1"
"ANKAR"," 3","104"," 6","165","0.999999999999996","1"
"ANKEF1"," 4","103"," 4","167","0.756327580501328","1"
"ANKFN1"," 4","103"," 3","168","0.52612126455169","1"
"ANKFY1"," 4","103"," 5","166","0.980013824497191","1"
"ANKH"," 6","101"," 7","164","0.771959779447237","1"
"ANKHD1"," 2","105"," 1","170","0.680353679627556","1"
"ANKHD1-EIF4EBP3"," 2","105"," 8","163","0.371917882533533","1"
"ANKIB1"," 2","105"," 2","169","0.999999999999998","1"
"ANKK1"," 2","105"," 0","171","0.286865559264561","1"
"ANKLE1"," 2","105"," 1","170","0.680353679627556","1"
"ANKLE2"," 3","104"," 5","166","0.999999999999999","1"
"ANKMY1"," 4","103"," 4","167","0.756327580501328","1"
"ANKMY2"," 1","106"," 1","170","0.999999999999998","1"
"ANKRD1"," 3","104"," 3","168","0.871530895456888","1"
"ANKRD11","12"," 95","11","160","0.236170747448357","1"
"ANKRD12","10"," 97"," 6","165","0.0769552712667645","1"
"ANKRD13A"," 4","103"," 3","168","0.52612126455169","1"
"ANKRD13B"," 3","104"," 3","168","0.871530895456888","1"
"ANKRD13C"," 1","106"," 0","171","0.812659244996201","1"
"ANKRD13D"," 1","106"," 1","170","0.999999999999998","1"
"ANKRD17"," 5","102"," 5","166","0.666492643123929","1"
"ANKRD19P"," 3","104"," 2","169","0.593473499958091","1"
"ANKRD20A1"," 1","106"," 1","170","0.999999999999998","1"
"ANKRD20A11P"," 1","106"," 1","170","0.999999999999998","1"
"ANKRD20A19P"," 2","105"," 2","169","0.999999999999998","1"
"ANKRD20A2"," 3","104"," 0","171","0.108492141381498","1"
"ANKRD20A5P"," 1","106"," 0","171","0.812659244996201","1"
"ANKRD20A8P"," 6","101"," 2","169","0.0742730361279885","1"
"ANKRD20A9P"," 2","105"," 5","166","0.878536797268131","1"
"ANKRD22"," 2","105"," 0","171","0.286865559264561","1"
"ANKRD23"," 1","106"," 1","170","0.999999999999998","1"
"ANKRD24"," 2","105"," 0","171","0.286865559264561","1"
"ANKRD26","10"," 97"," 6","165","0.0769552712667645","1"
"ANKRD26P1"," 1","106"," 0","171","0.812659244996201","1"
"ANKRD27"," 3","104"," 2","169","0.593473499958091","1"
"ANKRD28"," 7","100"," 2","169","0.0344851247919626","1"
"ANKRD29"," 1","106"," 0","171","0.812659244996201","1"
"ANKRD30A"," 3","104"," 9","162","0.497443286888839","1"
"ANKRD30B"," 3","104"," 4","167","0.999999999999997","1"
"ANKRD30BL"," 1","106"," 0","171","0.812659244996201","1"
"ANKRD32"," 3","104"," 1","170","0.320164865085647","1"
"ANKRD33"," 1","106"," 4","167","0.693814107308467","1"
"ANKRD34A"," 4","103"," 1","170","0.143932341229931","1"
"ANKRD34B"," 1","106"," 0","171","0.812659244996201","1"
"ANKRD35"," 5","102"," 6","165","0.866338712001005","1"
"ANKRD36"," 3","104"," 6","165","0.999999999999996","1"
"ANKRD36B"," 1","106"," 0","171","0.812659244996201","1"
"ANKRD36BP2"," 1","106"," 3","168","0.967330798322832","1"
"ANKRD36C"," 1","106"," 2","169","0.999999999999989","1"
"ANKRD37"," 1","106"," 1","170","0.999999999999998","1"
"ANKRD39"," 1","106"," 0","171","0.812659244996201","1"
"ANKRD40"," 3","104"," 2","169","0.593473499958091","1"
"ANKRD42"," 3","104"," 3","168","0.871530895456888","1"
"ANKRD44"," 5","102"," 3","168","0.294814949816856","1"
"ANKRD49"," 1","106"," 0","171","0.812659244996201","1"
"ANKRD50"," 8"," 99"," 1","170","0.00494205108039231","1"
"ANKRD52"," 1","106"," 4","167","0.693814107308467","1"
"ANKRD54"," 2","105"," 2","169","0.999999999999998","1"
"ANKRD55"," 4","103"," 7","164","0.999999999999997","1"
"ANKRD6"," 5","102"," 0","171","0.0169036633661737","1"
"ANKRD7"," 3","104"," 1","170","0.320164865085647","1"
"ANKS1A"," 3","104"," 3","168","0.871530895456888","1"
"ANKS1B"," 5","102"," 4","167","0.470610920420767","1"
"ANKS3"," 3","104"," 3","168","0.871530895456888","1"
"ANKS6"," 5","102"," 3","168","0.294814949816856","1"
"ANKZF1"," 1","106"," 0","171","0.812659244996201","1"
"ANLN"," 3","104"," 2","169","0.593473499958091","1"
"ANO1"," 4","103"," 2","169","0.312518692037205","1"
"ANO10"," 3","104"," 0","171","0.108492141381498","1"
"ANO2"," 2","105"," 3","168","0.999999999999997","1"
"ANO3"," 4","103"," 4","167","0.756327580501328","1"
"ANO4"," 7","100"," 5","166","0.253851274561557","1"
"ANO5"," 4","103"," 5","166","0.980013824497191","1"
"ANO6"," 6","101"," 2","169","0.0742730361279885","1"
"ANO7"," 8"," 99"," 5","166","0.144988827819325","1"
"ANO8"," 6","101"," 2","169","0.0742730361279885","1"
"ANO9"," 8"," 99"," 3","168","0.038902185841299","1"
"ANP32A"," 2","105"," 1","170","0.680353679627556","1"
"ANP32AP1"," 5","102"," 2","169","0.155403873458458","1"
"ANP32B"," 1","106"," 0","171","0.812659244996201","1"
"ANP32E"," 2","105"," 2","169","0.999999999999998","1"
"ANPEP"," 4","103"," 2","169","0.312518692037205","1"
"ANTXR1"," 6","101"," 2","169","0.0742730361279885","1"
"ANXA10"," 6","101"," 2","169","0.0742730361279885","1"
"ANXA11"," 1","106"," 1","170","0.999999999999998","1"
"ANXA13"," 3","104"," 4","167","0.999999999999997","1"
"ANXA2"," 1","106"," 3","168","0.967330798322832","1"
"ANXA2P3"," 2","105"," 3","168","0.999999999999997","1"
"ANXA5"," 2","105"," 1","170","0.680353679627556","1"
"ANXA6"," 2","105"," 1","170","0.680353679627556","1"
"ANXA7"," 1","106"," 0","171","0.812659244996201","1"
"ANXA8"," 1","106"," 2","169","0.999999999999989","1"
"ANXA8L1"," 1","106"," 2","169","0.999999999999989","1"
"ANXA9"," 1","106"," 1","170","0.999999999999998","1"
"AOAH"," 3","104"," 1","170","0.320164865085647","1"
"AOC1"," 4","103"," 5","166","0.980013824497191","1"
"AOC2"," 5","102"," 1","170","0.0631423104346593","1"
"AOC3"," 6","101"," 3","168","0.156214349402009","1"
"AOC4P"," 4","103"," 3","168","0.52612126455169","1"
"AOX1"," 2","105","11","160","0.143833740880062","1"
"AP000721.4"," 1","106"," 0","171","0.812659244996201","1"
"AP006285.2"," 1","106"," 0","171","0.812659244996201","1"
"AP1AR"," 2","105"," 0","171","0.286865559264561","1"
"AP1B1"," 3","104"," 3","168","0.871530895456888","1"
"AP1G1"," 2","105"," 2","169","0.999999999999998","1"
"AP1G2"," 2","105"," 3","168","0.999999999999997","1"
"AP1M1"," 1","106"," 3","168","0.967330798322832","1"
"AP1M2"," 1","106"," 0","171","0.812659244996201","1"
"AP1S1"," 3","104"," 0","171","0.108492141381498","1"
"AP1S2"," 2","105"," 1","170","0.680353679627556","1"
"AP2A1"," 6","101"," 5","166","0.423355181774913","1"
"AP2A2"," 8"," 99"," 2","169","0.0156599187921583","1"
"AP2B1"," 3","104"," 0","171","0.108492141381498","1"
"AP2M1"," 2","105"," 4","167","1","1"
"AP3B1","10"," 97"," 3","168","0.00866204438141242","1"
"AP3B2"," 5","102"," 5","166","0.666492643123929","1"
"AP3D1"," 6","101"," 2","169","0.0742730361279885","1"
"AP3M2"," 5","102"," 4","167","0.470610920420767","1"
"AP4B1"," 3","104"," 4","167","0.999999999999997","1"
"AP4E1"," 4","103"," 3","168","0.52612126455169","1"
"AP4M1"," 3","104"," 4","167","0.999999999999997","1"
"AP5B1"," 5","102"," 1","170","0.0631423104346593","1"
"AP5Z1"," 5","102"," 1","170","0.0631423104346593","1"
"APAF1"," 2","105"," 3","168","0.999999999999997","1"
"APBA1"," 7","100"," 6","165","0.382315802619587","1"
"APBA2"," 1","106","10","161","0.0838810202537851","1"
"APBB1"," 3","104"," 2","169","0.593473499958091","1"
"APBB1IP"," 3","104"," 3","168","0.871530895456888","1"
"APBB2"," 3","104"," 2","169","0.593473499958091","1"
"APBB3"," 7","100"," 1","170","0.0116610722015692","1"
"APC","10"," 97","16","155","0.999999999999996","1"
"APC2"," 2","105"," 3","168","0.999999999999997","1"
"APCDD1"," 2","105"," 2","169","0.999999999999998","1"
"APCDD1L"," 6","101"," 4","167","0.274440673629528","1"
"APCS"," 2","105"," 0","171","0.286865559264561","1"
"APEH"," 1","106"," 1","170","0.999999999999998","1"
"APEX1"," 2","105"," 1","170","0.680353679627556","1"
"APEX2"," 2","105"," 0","171","0.286865559264561","1"
"APH1B"," 1","106"," 0","171","0.812659244996201","1"
"API5"," 3","104"," 4","167","0.999999999999997","1"
"APIP"," 5","102"," 0","171","0.0169036633661737","1"
"APITD1-CORT"," 2","105"," 0","171","0.286865559264561","1"
"APLF"," 1","106"," 0","171","0.812659244996201","1"
"APLNR"," 4","103"," 3","168","0.52612126455169","1"
"APLP1"," 3","104"," 7","164","0.817345868909524","1"
"APLP2"," 1","106"," 2","169","0.999999999999989","1"
"APMAP"," 1","106"," 4","167","0.693814107308467","1"
"APOA1"," 2","105"," 3","168","0.999999999999997","1"
"APOA1BP"," 2","105"," 0","171","0.286865559264561","1"
"APOA4"," 2","105"," 1","170","0.680353679627556","1"
"APOA5"," 1","106"," 4","167","0.693814107308467","1"
"APOB","14"," 93","17","154","0.539102041627613","1"
"APOBEC1"," 1","106"," 2","169","0.999999999999989","1"
"APOBEC2"," 1","106"," 1","170","0.999999999999998","1"
"APOBEC3B"," 2","105"," 2","169","0.999999999999998","1"
"APOBEC3D"," 1","106"," 1","170","0.999999999999998","1"
"APOBEC3G"," 2","105"," 1","170","0.680353679627556","1"
"APOBEC3H"," 1","106"," 0","171","0.812659244996201","1"
"APOBEC4"," 2","105"," 1","170","0.680353679627556","1"
"APOBR"," 2","105"," 4","167","1","1"
"APOD"," 1","106"," 1","170","0.999999999999998","1"
"APOE"," 1","106"," 1","170","0.999999999999998","1"
"APOF"," 1","106"," 1","170","0.999999999999998","1"
"APOH"," 1","106"," 0","171","0.812659244996201","1"
"APOL1"," 4","103"," 2","169","0.312518692037205","1"
"APOL2"," 1","106"," 0","171","0.812659244996201","1"
"APOL3"," 1","106"," 1","170","0.999999999999998","1"
"APOL5"," 1","106"," 1","170","0.999999999999998","1"
"APOL6"," 1","106"," 1","170","0.999999999999998","1"
"APOLD1"," 2","105"," 0","171","0.286865559264561","1"
"APOO"," 1","106"," 0","171","0.812659244996201","1"
"APOPT1"," 1","106"," 1","170","0.999999999999998","1"
"APP"," 1","106"," 4","167","0.693814107308467","1"
"APPBP2"," 2","105"," 2","169","0.999999999999998","1"
"APPL1"," 3","104"," 2","169","0.593473499958091","1"
"APPL2"," 1","106"," 3","168","0.967330798322832","1"
"APRT"," 2","105"," 0","171","0.286865559264561","1"
"APTX"," 1","106"," 1","170","0.999999999999998","1"
"AQP10"," 2","105"," 1","170","0.680353679627556","1"
"AQP11"," 1","106"," 0","171","0.812659244996201","1"
"AQP3"," 1","106"," 2","169","0.999999999999989","1"
"AQP5"," 2","105"," 0","171","0.286865559264561","1"
"AQP7"," 1","106"," 0","171","0.812659244996201","1"
"AQP7P2"," 2","105"," 3","168","0.999999999999997","1"
"AQP8"," 5","102"," 4","167","0.470610920420767","1"
"AQR"," 7","100"," 4","167","0.151881563145337","1"
"AR"," 9"," 98"," 7","164","0.215206577218694","1"
